Cavité :	Puits du 8 ao�t
Système de coordonnées : UTM - fuseau 31
E	De	A	AZ	Pente	dH	L	Lh	Deb Tpf	Fin Tpf	L Ga	L Dr	H Sup	H Inf	Pente Calc	dH Calc	L Calc	Lh Calc	X	Y	Z	SLh	Suites	Commentaires
Coordonnées de l'entrée : 		8a1																724130.5	5021903.9	1912.0			

Galerie :	Galerie d'entr�e
Date du lever : 	02/09/2012	Déclinaison = 	1.01 °
Operateurs :	?ric Sanson notes	Serge Caillault length compass clino
mesures des longueurs :	DistoX
mesures des Azimuts :	DistoX	 en degrés
mesures des Pentes :	DistoX	 en degrés
	8a57	   8a58	 253.0 g	 -10.0 g		1.64								 -10.0 g	-0.26	1.64	1.62	724077.6	5021900.0	1840.1	130.4		

	8a58	   8a59	 295.0 g	 -39.0 g		2.75								 -39.0 g	-1.58	2.75	2.25	724075.4	5021899.8	1838.5	132.7		

	8a59	   8a60	 226.0 g	  14.0 g		1.36								  14.0 g	0.30	1.36	1.33	724074.9	5021898.6	1838.8	134.0		

	8a60	   8a61	 350.0 g	 -22.0 g		1.33								 -22.0 g	-0.45	1.33	1.25	724074.0	5021899.5	1838.3	135.3		

	8a61	   8a62	 272.0 g	 -23.0 g		2.10								 -23.0 g	-0.74	2.10	1.96	724072.2	5021898.6	1837.6	137.2		

	8a62	   8a63	 330.0 g	  -7.0 g		1.15								  -7.0 g	-0.13	1.15	1.14	724071.2	5021899.1	1837.5	138.4		

	8a63	   8a64	 246.0 g	 -15.0 g		2.16								 -15.0 g	-0.50	2.16	2.10	724069.8	5021897.5	1837.0	140.5		

	8a64	   8a65	 271.0 g	 -20.0 g		2.41								 -20.0 g	-0.74	2.41	2.29	724067.8	5021896.5	1836.2	142.8		

	8a65	   8a66	 302.0 g	 -15.0 g		1.93								 -15.0 g	-0.45	1.93	1.88	724065.9	5021896.5	1835.8	144.7		

	8a66	   8a67	  10.0 g	  -2.0 g		1.00								  -2.0 g	-0.03	1.00	1.00	724066.1	5021897.5	1835.7	145.7		

	8a67	   8a68	 306.0 g	 -22.0 g		4.20								 -22.0 g	-1.42	4.20	3.95	724062.1	5021897.8	1834.3	149.6		

	8a68	   8a69	 275.0 g	   3.0 g		2.16								   3.0 g	0.10	2.16	2.16	724060.1	5021896.9	1834.4	151.8		

	8a69	   8a70	 370.0 g	 -28.0 g		2.12								 -28.0 g	-0.90	2.12	1.92	724059.2	5021898.6	1833.5	153.7		

	8a70	   8a71	  19.0 g	 -82.0 g		9.79								 -82.0 g	-9.40	9.79	2.73	724060.0	5021901.3	1824.1	156.4		

	8a71	   8a72	 310.0 g	 -30.0 g		3.64								 -30.0 g	-1.65	3.64	3.24	724056.8	5021901.7	1822.5	159.7		

	8a72	   8a73	 267.0 g	 -20.0 g		2.19								 -20.0 g	-0.68	2.19	2.08	724055.0	5021900.7	1821.8	161.7		

	8a73	   8a74	 318.0 g	 -20.0 g		3.41								 -20.0 g	-1.05	3.41	3.24	724051.9	5021901.5	1820.7	165.0		

	8a74	   8a75	 323.0 g	 -23.0 g		3.22								 -23.0 g	-1.14	3.22	3.01	724049.0	5021902.5	1819.6	168.0		

	8a75	   8a76	 356.0 g	 -25.0 g		2.24								 -25.0 g	-0.86	2.24	2.07	724047.7	5021904.1	1818.7	170.1		

	8a76	   8a77	 347.0 g	 -42.0 g		1.70								 -42.0 g	-1.04	1.70	1.34	724046.7	5021905.0	1817.7	171.4		

Date du lever : 	05/07/2014	Déclinaison = 	1.25 °
Operateurs :	Emmanuel Vitte notes length compass clino	Pascal Groseil
mesures des longueurs :	DistoX
mesures des Azimuts :	DistoX	 en degrés
mesures des Pentes :	DistoX	 en degrés
	8a77	   8a78	 334.5 °	  -5.9 °		3.40				0.2	0.2	0.3	5.3	  -5.9 °	-0.35	3.40	3.38	724045.2	5021908.0	1817.3	174.8		
	8a77	    -- -->  	 229.3 °	   2.9 °		0.71								   2.9 °	0.04	0.71	0.71	724046.1	5021904.5	1817.7	172.1		

	8a77	    -- -->  	 331.6 °	  83.5 °		2.97								  83.5 °	2.95	2.97	0.34	724046.5	5021905.3	1820.6	171.7		

	8a77	    -- -->  	 150.7 °	 -83.9 °		1.92								 -83.9 °	-1.90	1.92	0.20	724046.8	5021904.8	1815.8	171.6		

	8a78	   8a79	 342.3 °	 -65.1 °		4.88				1.5	1.4	4.4	0.7	 -65.1 °	-4.43	4.88	2.05	724044.5	5021910.0	1812.9	176.8		

	8a78	    -- -->  	 254.5 °	   4.3 °		0.18								   4.3 °	0.01	0.18	0.18	724045.0	5021908.0	1817.4	175.0		

	8a78	    -- -->  	  76.2 °	   2.9 °		0.23								   2.9 °	0.01	0.23	0.23	724045.4	5021908.1	1817.4	175.0		

	8a78	    -- -->  	 327.9 °	  81.2 °		0.26								  81.2 °	0.26	0.26	0.04	724045.2	5021908.1	1817.6	174.8		

	8a78	    -- -->  	 353.2 °	 -87.2 °		5.36								 -87.2 °	-5.35	5.36	0.26	724045.2	5021908.3	1812.0	175.1		

	8a79	   8a80	  46.8 °	   2.5 °		1.21				0.2	0.1	0.5	24.5	   2.5 °	0.05	1.21	1.21	724045.4	5021910.8	1813.0	178.0		

	8a79	    -- -->  	 316.7 °	   6.0 °		1.41								   6.0 °	0.15	1.41	1.41	724043.6	5021911.0	1813.1	178.2		

	8a79	    -- -->  	 139.0 °	  -5.3 °		1.68								  -5.3 °	-0.16	1.68	1.67	724045.6	5021908.7	1812.8	178.5		

	8a79	    -- -->  	 194.4 °	  88.1 °		4.45								  88.1 °	4.44	4.45	0.15	724044.5	5021909.8	1817.4	177.0		

	8a79	    -- -->  	  16.0 °	 -89.7 °		0.73								 -89.7 °	-0.73	0.73	0.00	724044.5	5021910.0	1812.2	176.8		

	8a79	    -- -->  	 260.4 °	   6.7 °		1.70								   6.7 °	0.20	1.70	1.69	724042.9	5021909.7	1813.1	178.5		

	8a79	    -- -->  	 168.1 °	   0.6 °		2.37								   0.6 °	0.02	2.37	2.37	724045.1	5021907.7	1812.9	179.2		

	8a80	   8a81	  35.5 °	 -74.7 °		3.58					1.8	0.0	4.6	 -74.7 °	-3.45	3.58	0.94	724045.9	5021911.6	1809.5	179.0		

	8a80	    -- -->  	 336.8 °	  -3.2 °		0.24								  -3.2 °	-0.01	0.24	0.24	724045.3	5021911.0	1813.0	178.3		

	8a80	    -- -->  	 135.9 °	   1.9 °		0.15								   1.9 °	0.01	0.15	0.15	724045.5	5021910.7	1813.0	178.2		

	8a80	    -- -->  	   7.9 °	  86.8 °		0.47								  86.8 °	0.47	0.47	0.03	724045.4	5021910.8	1813.4	178.1		

	8a80	    -- -->  	 108.6 °	 -89.0 °		24.51								 -89.0 °	-24.51	24.51	0.45	724045.8	5021910.7	1788.5	178.5		

	8a81	->  8a81-1	 249.5 °	 -76.1 °		7.04								 -76.1 °	-6.83	7.04	1.69	724044.4	5021911.0	1802.7	180.7		

	8a81	    -- -->  	 355.7 °	   0.3 °		1.44								   0.3 °	0.01	1.44	1.44	724045.8	5021913.0	1809.5	180.4		

	8a81	^   8a82	 135.5 °	 -86.6 °		21.12				1.0	1.7			 -86.6 °	-21.08	21.12	1.26	724046.8	5021910.7	1788.4	180.3		

	8a81	    -- -->  	  53.0 °	 -77.0 °		4.71								 -77.0 °	-4.59	4.71	1.06	724046.8	5021912.2	1804.9	180.1		

	8a81	    -- -->  	  55.2 °	   0.2 °		1.88								   0.2 °	0.01	1.88	1.87	724047.5	5021912.7	1809.5	180.9		

	8a81	    -- -->  	  70.0 °	 -12.6 °		2.02								 -12.6 °	-0.44	2.02	1.97	724047.8	5021912.3	1809.1	181.0		

	8a81	    -- -->  	  91.8 °	  -0.3 °		2.03								  -0.3 °	-0.01	2.03	2.03	724048.0	5021911.6	1809.5	181.0		

	8a81	    -- -->  	 105.6 °	   0.1 °		2.34								   0.1 °	0.00	2.34	2.34	724048.2	5021911.0	1809.5	181.3		

	8a81	    -- -->  	 113.6 °	 -64.9 °		6.31								 -64.9 °	-5.71	6.31	2.68	724048.4	5021910.6	1803.8	181.7		

	8a81	    -- -->  	 114.8 °	   0.1 °		1.78								   0.1 °	0.00	1.78	1.78	724047.6	5021910.9	1809.5	180.8		

	8a81	    -- -->  	 119.0 °	 -66.1 °		6.74								 -66.1 °	-6.16	6.74	2.73	724048.3	5021910.3	1803.4	181.7		

	8a81	    -- -->  	 139.5 °	  -0.3 °		1.42								  -0.3 °	-0.01	1.42	1.42	724046.9	5021910.5	1809.5	180.4		

	8a81	    -- -->  	 178.0 °	  -1.8 °		1.12								  -1.8 °	-0.04	1.12	1.12	724046.0	5021910.5	1809.5	180.1		

	8a81	    -- -->  	 211.8 °	  -0.4 °		1.40								  -0.4 °	-0.01	1.40	1.39	724045.2	5021910.4	1809.5	180.4		

	8a82	->  8a82-a1	 329.3 °	  72.7 °		6.44								  72.7 °	6.15	6.44	1.92	724045.8	5021912.3	1794.6	182.2		

	8a82	->  8a83	 136.8 °	   3.9 °		1.85				0.9		8.9	1.4	   3.9 °	0.12	1.85	1.85	724048.1	5021909.4	1788.6	182.1		


	8a82	    -- -->  	  29.6 °	   7.6 °		1.18								   7.6 °	0.16	1.18	1.17	724047.4	5021911.7	1788.6	181.4		

	8a82	    -- -->  	  45.4 °	 -82.8 °										  90.0 °				724046.8	5021910.7	1788.4	180.3		

	8a82	    -- -->  	  46.6 °	   8.7 °		1.03								   8.7 °	0.15	1.03	1.02	724047.6	5021911.4	1788.6	181.3		

	8a82	    -- -->  	  93.1 °	  27.7 °		0.99								  27.7 °	0.46	0.99	0.88	724047.7	5021910.7	1788.9	181.1		

	8a82	    -- -->  	 103.4 °	  79.5 °		8.05								  79.5 °	7.92	8.05	1.47	724048.3	5021910.4	1796.4	181.7		

	8a82	    -- -->  	 106.5 °	   7.2 °		1.33								   7.2 °	0.17	1.33	1.32	724048.1	5021910.4	1788.6	181.6		

	8a82	    -- -->  	 130.3 °	   5.4 °		2.04								   5.4 °	0.19	2.04	2.03	724048.4	5021909.4	1788.6	182.3		

	8a82	    -- -->  	 173.2 °	   5.8 °		0.98								   5.8 °	0.10	0.98	0.97	724047.0	5021909.7	1788.5	181.2		

	8a82	    -- -->  	 202.9 °	  14.2 °		1.71								  14.2 °	0.42	1.71	1.66	724046.2	5021909.2	1788.9	181.9		

	8a82	    -- -->  	 205.8 °	  13.3 °		1.86								  13.3 °	0.43	1.86	1.82	724046.1	5021909.1	1788.9	182.1		

	8a83	   8a84	  70.9 °	 -48.0 °		6.82				0.2	0.9	5.8	1.0	 -48.0 °	-5.07	6.82	4.57	724052.4	5021910.9	1783.5	186.7		

	8a83	    -- -->  	 350.7 °	  -6.2 °		0.94								  -6.2 °	-0.10	0.94	0.93	724048.0	5021910.3	1788.5	183.0		

	8a83	    -- -->  	  25.2 °	  87.5 °		8.91								  87.5 °	8.90	8.91	0.39	724048.3	5021909.7	1797.5	182.5		

	8a83	    -- -->  	 232.1 °	 -86.1 °		1.39								 -86.1 °	-1.39	1.39	0.10	724048.0	5021909.3	1787.2	182.2		

	8a84	   8a85	 126.8 °	  -6.4 °		2.38				0.2	0.5	7.4	1.9	  -6.4 °	-0.26	2.38	2.37	724054.3	5021909.5	1783.2	189.0		

	8a84	    -- -->  	  33.3 °	  -3.3 °		0.27								  -3.3 °	-0.02	0.27	0.27	724052.6	5021911.2	1783.5	186.9		

	8a84	    -- -->  	 195.9 °	   3.6 °		0.94								   3.6 °	0.06	0.94	0.94	724052.2	5021910.0	1783.5	187.6		

	8a84	    -- -->  	 194.9 °	  86.7 °		5.78								  86.7 °	5.77	5.78	0.33	724052.3	5021910.6	1789.3	187.0		

	8a84	    -- -->  	 197.4 °	 -83.4 °		0.96								 -83.4 °	-0.96	0.96	0.11	724052.4	5021910.8	1782.5	186.8		

	8a85	   8a86	 100.8 °	   2.6 °		4.31				0.3	0.1	1.2	1.4	   2.6 °	0.20	4.31	4.31	724058.6	5021908.8	1783.4	193.3		

	8a85	    -- -->  	  30.3 °	   0.2 °		0.23								   0.2 °	0.00	0.23	0.23	724054.4	5021909.7	1783.2	189.3		

	8a85	    -- -->  	 201.7 °	   8.8 °		0.50								   8.8 °	0.08	0.50	0.50	724054.2	5021909.1	1783.3	189.5		

	8a85	    -- -->  	 294.7 °	  82.0 °		7.49								  82.0 °	7.42	7.49	1.05	724053.4	5021910.0	1790.6	190.1		

	8a85	    -- -->  	  88.3 °	 -84.0 °		1.11								 -84.0 °	-1.11	1.11	0.12	724054.4	5021909.5	1782.1	189.2		

	8a85	    -- -->  	   3.1 °	 -85.7 °		1.86								 -85.7 °	-1.85	1.86	0.14	724054.3	5021909.7	1781.4	189.2		

	8a85	    -- -->  	 106.2 °	 -81.1 °		0.54								 -81.1 °	-0.53	0.54	0.08	724054.4	5021909.5	1782.7	189.1		

	8a86	   8a87	 127.8 °	  -8.0 °		5.89				0.5		0.3	3.3	  -8.0 °	-0.82	5.89	5.83	724063.2	5021905.3	1782.6	199.2		


	8a86	    -- -->  	  37.0 °	   5.6 °		0.27								   5.6 °	0.03	0.27	0.27	724058.7	5021909.0	1783.4	193.6		

	8a86	    -- -->  	 207.3 °	  -1.7 °		0.13								  -1.7 °	-0.00	0.13	0.13	724058.5	5021908.7	1783.4	193.5		

	8a86	    -- -->  	 157.0 °	  80.6 °		1.22								  80.6 °	1.20	1.22	0.20	724058.7	5021908.6	1784.6	193.5		

	8a86	    -- -->  	  61.1 °	 -84.6 °		1.45								 -84.6 °	-1.45	1.45	0.14	724058.7	5021908.9	1782.0	193.5		

	8a86	    -- -->  	  85.8 °	 -54.2 °		2.38								 -54.2 °	-1.93	2.38	1.39	724060.0	5021908.9	1781.5	194.7		

	8a87	->  8a88	  88.4 °	 -54.3 °		3.77					0.3	2.0	1.3	 -54.3 °	-3.06	3.77	2.20	724065.4	5021905.4	1779.5	201.4		


	8a87	    -- -->  	  23.6 °	  -7.4 °		0.49								  -7.4 °	-0.06	0.49	0.49	724063.4	5021905.7	1782.5	199.7		

	8a87	    -- -->  	  81.0 °	  81.6 °		0.33								  81.6 °	0.33	0.33	0.05	724063.3	5021905.3	1782.9	199.2		

	8a87	    -- -->  	 218.7 °	 -87.7 °		3.27								 -87.7 °	-3.27	3.27	0.13	724063.2	5021905.2	1779.3	199.3		

	8a87	    -- -->  	 309.7 °	 -46.6 °		2.51								 -46.6 °	-1.83	2.51	1.73	724061.9	5021906.4	1780.8	200.9		

	8a88	   8a89	 120.7 °	 -66.0 °		9.78				0.5	0.7	10.2	0.0	 -66.0 °	-8.93	9.78	3.98	724068.9	5021903.4	1770.6	205.4		

	8a88	    -- -->  	 224.9 °	  -4.4 °		0.32								  -4.4 °	-0.02	0.32	0.32	724065.2	5021905.1	1779.5	201.7		

	8a88	    -- -->  	 190.0 °	  81.2 °		2.03								  81.2 °	2.01	2.03	0.31	724065.4	5021905.1	1781.5	201.7		

	8a88	    -- -->  	  84.3 °	 -87.4 °		1.25								 -87.4 °	-1.25	1.25	0.06	724065.5	5021905.4	1778.3	201.4		

	8a88	    -- -->  	 119.1 °	 -79.8 °		8.39								 -79.8 °	-8.26	8.39	1.48	724066.7	5021904.7	1771.3	202.9		

	8a88	    -- -->  	 282.3 °	 -67.5 °		0.87								 -67.5 °	-0.80	0.87	0.33	724065.1	5021905.4	1778.7	201.7		

	8a89	->  8a89-a1	 303.1 °	  -0.6 °		3.67								  -0.6 °	-0.04	3.67	3.67	724065.8	5021905.4	1770.6	209.0		

	8a89	    -- -->  	 309.7 °	  -1.2 °		2.74								  -1.2 °	-0.06	2.74	2.74	724066.7	5021905.1	1770.5	208.1		

	8a89	    -- -->  	 336.3 °	  -0.5 °		1.50								  -0.5 °	-0.01	1.50	1.50	724068.3	5021904.8	1770.6	206.9		

	8a89	->  8a90	 150.3 °	 -25.1 °		2.24				1.1	0.3	7.2	0.8	 -25.1 °	-0.95	2.24	2.03	724069.9	5021901.6	1769.7	207.4		


	8a89	    -- -->  	  37.1 °	  -1.8 °		0.47								  -1.8 °	-0.01	0.47	0.47	724069.2	5021903.8	1770.6	205.8		

	8a89	    -- -->  	 140.5 °	   0.7 °		0.52								   0.7 °	0.01	0.52	0.52	724069.2	5021903.0	1770.6	205.9		

	8a89	    -- -->  	 147.1 °	   0.4 °		2.54								   0.4 °	0.02	2.54	2.54	724070.3	5021901.3	1770.6	207.9		

	8a89	    -- -->  	 158.9 °	  39.9 °		2.32								  39.9 °	1.49	2.32	1.78	724069.5	5021901.7	1772.1	207.1		

	8a89	    -- -->  	 205.2 °	  83.2 °		10.26								  83.2 °	10.19	10.26	1.22	724068.4	5021902.3	1780.8	206.6		

	8a89	    -- -->  	 220.2 °	  77.0 °		7.04								  77.0 °	6.85	7.04	1.58	724067.9	5021902.2	1777.5	206.9		

	8a89	    -- -->  	 224.1 °	  -0.3 °		0.76								  -0.3 °	-0.00	0.76	0.75	724068.4	5021902.8	1770.6	206.1		

	8a90	->  8a91	  86.3 °	  21.9 °		3.73					0.3	0.3	10.2	  21.9 °	1.39	3.73	3.46	724073.4	5021901.9	1771.0	210.8		


	8a90	    -- -->  	  14.4 °	  -3.7 °		0.65								  -3.7 °	-0.04	0.65	0.65	724070.1	5021902.3	1769.6	208.0		

	8a90	    -- -->  	 329.5 °	  83.9 °		8.51								  83.9 °	8.46	8.51	0.91	724069.4	5021902.4	1778.1	208.3		

	8a90	    -- -->  	 230.5 °	 -88.2 °		0.81								 -88.2 °	-0.81	0.81	0.03	724069.9	5021901.6	1768.8	207.4		

	8a90	    -- -->  	  18.4 °	  -0.1 °		0.71								  -0.1 °	-0.00	0.71	0.71	724070.1	5021902.3	1769.7	208.1		

	8a90	    -- -->  	  56.1 °	   3.2 °		1.15								   3.2 °	0.06	1.15	1.15	724070.9	5021902.3	1769.7	208.5		

	8a90	    -- -->  	  66.7 °	   1.3 °		2.33								   1.3 °	0.05	2.33	2.33	724072.0	5021902.6	1769.7	209.7		

	8a90	    -- -->  	  79.4 °	   1.1 °		3.18								   1.1 °	0.06	3.18	3.18	724073.0	5021902.3	1769.7	210.6		

	8a90	    -- -->  	 132.2 °	   3.1 °		0.29								   3.1 °	0.02	0.29	0.29	724070.1	5021901.5	1769.7	207.7		

	8a90	    -- -->  	 242.6 °	   0.5 °		0.28								   0.5 °	0.00	0.28	0.28	724069.7	5021901.5	1769.7	207.7		

	8a91	   8a92	 121.3 °	 -74.7 °		9.31						7.8	0.0	 -74.7 °	-8.98	9.31	2.46	724075.5	5021900.7	1762.1	213.3		


	8a91	    -- -->  	 211.2 °	  -1.1 °		0.35								  -1.1 °	-0.01	0.35	0.35	724073.2	5021901.6	1771.0	211.2		

	8a91	    -- -->  	 166.2 °	  84.7 °		0.34								  84.7 °	0.34	0.34	0.03	724073.4	5021901.9	1771.4	210.9		

	8a91	    -- -->  	 155.3 °	 -87.2 °		10.21								 -87.2 °	-10.20	10.21	0.50	724073.6	5021901.5	1760.8	211.3		

	8a91	    -- -->  	 119.0 °	  -9.1 °		3.78								  -9.1 °	-0.60	3.78	3.73	724076.6	5021900.1	1770.4	214.6		

	8a92	   8a93	 292.0 °	   0.6 °		4.08						1.7	1.3	   0.6 °	0.04	4.08	4.08	724071.7	5021902.1	1762.1	217.4		


	8a92	    -- -->  	 197.2 °	  12.8 °		1.15								  12.8 °	0.26	1.15	1.12	724075.2	5021899.6	1762.3	214.4		

	8a92	    -- -->  	  11.0 °	  15.1 °		0.97								  15.1 °	0.25	0.97	0.94	724075.6	5021901.6	1762.3	214.2		

	8a92	    -- -->  	 279.5 °	  87.5 °		7.78								  87.5 °	7.77	7.78	0.35	724075.1	5021900.7	1769.8	213.7		

	8a92	    -- -->  	 279.2 °	   5.1 °		2.76								   5.1 °	0.25	2.76	2.75	724072.8	5021901.1	1762.3	216.1		

	8a92	    -- -->  	 307.7 °	   0.3 °		3.34								   0.3 °	0.02	3.34	3.34	724072.8	5021902.7	1762.1	216.6		

	8a92	    -- -->  	 320.8 °	  -0.2 °		3.01								  -0.2 °	-0.01	3.01	3.01	724073.5	5021903.0	1762.1	216.3		

	8a92	    -- -->  	 341.2 °	  49.8 °		2.31								  49.8 °	1.76	2.31	1.49	724075.0	5021902.1	1763.8	214.8		

	8a93	   8a94	  51.3 °	  -5.3 °		3.63				0.3		1.8	2.0	  -5.3 °	-0.33	3.63	3.61	724074.5	5021904.4	1761.8	221.0		


	8a93	    -- -->  	 114.6 °	   3.6 °		4.53								   3.6 °	0.28	4.53	4.53	724075.8	5021900.3	1762.4	221.9		

	8a93	    -- -->  	  39.1 °	  78.4 °		1.72								  78.4 °	1.68	1.72	0.35	724071.9	5021902.4	1763.8	217.7		

	8a93	    -- -->  	 159.1 °	 -88.7 °		1.25								 -88.7 °	-1.25	1.25	0.03	724071.7	5021902.1	1760.9	217.4		

	8a94	    -- -->  	 291.3 °	  -5.4 °		0.37								  -5.4 °	-0.04	0.37	0.37	724074.1	5021904.6	1761.7	221.4		

	8a94	    -- -->  	 241.4 °	  84.7 °		1.78								  84.7 °	1.78	1.78	0.17	724074.3	5021904.4	1763.6	221.2		

	8a94	    -- -->  	  29.4 °	 -88.3 °		2.01								 -88.3 °	-2.01	2.01	0.06	724074.5	5021904.5	1759.8	221.1		

	8a94	    -- -->  	 213.7 °	  68.0 °		3.44								  68.0 °	3.18	3.44	1.29	724073.8	5021903.4	1765.0	222.3		

	8a90	->  8a90-1	 313.9 °			2.10										2.10	2.10	724068.4	5021903.1	1769.7	209.5		

	8a90	->  8a90-a1	 316.0 °	   0.2 °		3.07								   0.2 °	0.01	3.07	3.07	724067.7	5021903.8	1769.7	210.5		

	8a90	    -- -->  	 342.3 °	  84.5 °		7.25								  84.5 °	7.22	7.25	0.69	724069.7	5021902.3	1776.9	208.1		

	8a90	    -- -->  	 342.6 °	   1.6 °		1.29								   1.6 °	0.04	1.29	1.29	724069.5	5021902.9	1769.7	208.7		

	8a89	->  8a89-1	 243.6 °	  74.6 °		25.56								  74.6 °	24.64	25.56	6.78	724062.9	5021900.3	1795.2	212.1		

	8a89	    -- -->  	 250.3 °	  81.6 °		13.01								  81.6 °	12.87	13.01	1.90	724067.1	5021902.7	1783.5	207.3		

	8a89	    -- -->  	 253.4 °	  75.0 °		6.88								  75.0 °	6.64	6.88	1.78	724067.2	5021902.9	1777.2	207.1		

	8a89	    -- -->  	 274.8 °	  -0.6 °		1.85								  -0.6 °	-0.02	1.85	1.85	724067.0	5021903.5	1770.6	207.2		

	8a89	    -- -->  	 282.4 °	   0.3 °		3.15								   0.3 °	0.01	3.15	3.15	724065.8	5021904.0	1770.6	208.5		

	8a87	->  8a87-1	 226.4 °	  13.4 °		0.74				4.3			0.2	  13.4 °	0.17	0.74	0.72	724062.7	5021904.8	1782.8	199.9		

	8a87-1	    -- -->  	 124.8 °	  -2.3 °		4.37								  -2.3 °	-0.18	4.37	4.36	724066.3	5021902.3	1782.6	204.3		

	8a82	->  8a82-1	 241.4 °	  75.4 °		6.66								  75.4 °	6.44	6.66	1.68	724045.4	5021909.9	1794.9	181.9		

	8a82	    -- -->  	 247.4 °	   5.3 °		1.57								   5.3 °	0.15	1.57	1.56	724045.4	5021910.1	1788.6	181.8		

	8a82	    -- -->  	 303.7 °	  88.5 °		25.04								  88.5 °	25.04	25.04	0.66	724046.3	5021911.1	1813.5	180.9		

	8a82	    -- -->  	 323.9 °	   7.1 °		1.26								   7.1 °	0.16	1.26	1.25	724046.1	5021911.7	1788.6	181.5		

Galerie :	Galerie d'entr�e
Date du lever : 	08/10/2016	Déclinaison = 	1.59 °
Operateurs :	Emmanuel Vitte notes	Fr?deric P?trot length compass clino
mesures des longueurs :	DistoX
mesures des Azimuts :	DistoX	 en degrés
mesures des Pentes :	DistoX	 en degrés
	8a94	>> 8a95	 321.4 °	 -17.6 °		3.32				0.4	0.2	1.6	1.4	 -17.6 °	-1.00	3.32	3.16	724072.5	5021906.9	1760.8	224.2		

	8a94	    -- -->  	 272.4 °	   3.4 °		0.48								   3.4 °	0.03	0.48	0.48	724074.0	5021904.5	1761.8	221.5		

	8a94	    -- -->  	  79.9 °	   7.2 °		0.14								   7.2 °	0.02	0.14	0.14	724074.6	5021904.5	1761.8	221.1		

	8a94	    -- -->  	 259.7 °	  85.4 °		1.53								  85.4 °	1.53	1.53	0.12	724074.3	5021904.4	1763.3	221.1		

	8a94	    -- -->  	 245.7 °	 -85.7 °		1.64								 -85.7 °	-1.63	1.64	0.12	724074.4	5021904.4	1760.1	221.1		

	8a95	    -- -->  	 276.2 °	  -3.2 °		0.41								  -3.2 °	-0.02	0.41	0.41	724072.1	5021906.9	1760.7	224.6		

	8a95	    -- -->  	  80.0 °	   1.0 °		0.22								   1.0 °	0.00	0.22	0.22	724072.7	5021906.9	1760.8	224.4		

	8a95	    -- -->  	   2.8 °	  72.3 °		1.65								  72.3 °	1.57	1.65	0.50	724072.5	5021907.4	1762.3	224.7		

	8a95	    -- -->  	 207.4 °	 -86.0 °		1.37								 -86.0 °	-1.36	1.37	0.10	724072.4	5021906.8	1759.4	224.3		

	8a95	   8a96	 351.8 °	  -5.4 °		3.38				0.4	0.1	1.6	1.6	  -5.4 °	-0.32	3.38	3.36	724072.0	5021910.2	1760.5	227.5		

	8a96	    -- -->  	 224.0 °	   0.9 °		0.45								   0.9 °	0.01	0.45	0.44	724071.7	5021909.9	1760.5	228.0		

	8a96	    -- -->  	  31.0 °	   2.0 °		0.14								   2.0 °	0.01	0.14	0.14	724072.0	5021910.3	1760.5	227.7		

	8a96	    -- -->  	  75.2 °	  81.4 °		1.62								  81.4 °	1.60	1.62	0.24	724072.2	5021910.3	1762.0	227.8		

	8a96	    -- -->  	  58.4 °	 -82.2 °		1.59								 -82.2 °	-1.58	1.59	0.22	724072.1	5021910.3	1758.9	227.7		

	8a96	   8a97	 301.0 °	 -17.4 °		2.09				0.1	0.4	1.6	1.6	 -17.4 °	-0.63	2.09	1.99	724070.3	5021911.2	1759.8	229.5		

	8a97	    -- -->  	 279.3 °	   7.2 °		0.14								   7.2 °	0.02	0.14	0.14	724070.1	5021911.3	1759.8	229.7		

	8a97	    -- -->  	  96.6 °	   5.2 °		0.38								   5.2 °	0.04	0.38	0.38	724070.6	5021911.2	1759.9	229.9		

	8a97	    -- -->  	  71.0 °	  81.3 °		1.57								  81.3 °	1.55	1.57	0.24	724070.5	5021911.3	1761.4	229.8		

	8a97	    -- -->  	 174.6 °	 -83.3 °		1.65								 -83.3 °	-1.63	1.65	0.19	724070.3	5021911.0	1758.2	229.7		

	8a97	   8a98	  52.6 °	  -2.9 °		1.04				0.6	0.1	1.5	1.9	  -2.9 °	-0.05	1.04	1.04	724071.1	5021911.9	1759.8	230.6		

	8a98	    -- -->  	 278.0 °	  -2.5 °		0.61								  -2.5 °	-0.03	0.61	0.61	724070.5	5021912.0	1759.7	231.2		

	8a98	    -- -->  	  89.2 °	  -0.8 °		0.14								  -0.8 °	-0.00	0.14	0.14	724071.2	5021911.9	1759.8	230.7		

	8a98	    -- -->  	 280.2 °	  77.4 °		1.55								  77.4 °	1.51	1.55	0.34	724070.7	5021911.9	1761.3	230.9		

	8a98	    -- -->  	 338.2 °	 -79.9 °		1.90								 -79.9 °	-1.87	1.90	0.33	724070.9	5021912.2	1757.9	230.9		

	8a98	   8a99	 330.3 °	 -13.7 °		3.20				0.1	0.5	1.6	1.4	 -13.7 °	-0.76	3.20	3.11	724069.5	5021914.6	1759.0	233.7		

